σY,exp_action,expected_cost
312.5090493803646,no_action,0.0
312.67107476668616,no_action,0.0
312.7302938593317,no_action,0.0
312.7894905771998,no_action,0.0
312.8705663988664,no_action,0.0
312.97246542637976,no_action,0.0
313.3254011418902,no_action,0.0
313.3865651800666,no_action,0.0
313.56170616318457,no_action,0.0
313.63701554094797,no_action,0.0
313.7918343062283,no_action,0.0
313.875823233597,no_action,0.0
313.88772118035064,no_action,0.0
313.92230556940774,no_action,0.0
313.9242774477265,no_action,0.0
314.11136823709785,no_action,0.0
314.11436126230114,no_action,0.0
314.2074737453271,no_action,0.0
314.3574685912507,no_action,0.0
314.3611772489359,no_action,0.0
314.38527053194287,no_action,0.0
314.41155235295986,no_action,0.0
314.4725143847609,no_action,0.0
314.56184668474566,no_action,0.0
314.6992217053301,no_action,0.0
314.75373258316125,no_action,0.0
314.93556572215965,no_action,0.0
314.9394329354462,no_action,0.0
315.09855016895676,no_action,0.0
315.20903681499647,no_action,0.0
315.36626482430705,no_action,0.0
315.50902565901026,no_action,0.0
315.57860520015646,no_action,0.0
315.57860520015646,no_action,0.0
315.7979837691998,no_action,0.0
315.9018666929515,no_action,0.0
315.94409469596445,no_action,0.0
315.96897053601,no_action,0.0
316.1073493942745,no_action,0.0
316.11511585233865,no_action,0.0
316.21311844983893,no_action,0.0
316.22416316631796,no_action,0.0
316.242174833247,no_action,0.0
316.2548916570318,no_action,0.0
316.40061919260353,no_action,0.0
316.42491985991876,no_action,0.0
316.4503727682424,no_action,0.0
316.53551851091885,no_action,0.0
316.6008883288753,no_action,0.0
316.6344330814736,no_action,0.0
316.66562119461173,no_action,0.0
316.6682641814664,no_action,0.0
316.6753859259875,no_action,0.0
316.7800297758916,no_action,0.0
316.86284665224554,no_action,0.0
316.88743496732224,no_action,0.0
316.9261274498921,no_action,0.0
316.9495918717873,no_action,0.0
317.13651925740425,no_action,0.0
317.1838959210922,no_action,0.0
317.2952416201969,no_action,0.0
317.4545457328387,no_action,0.0
317.5293291339504,no_action,0.0
317.54785329383037,no_action,0.0
317.6872451458147,no_action,0.0
317.6872451458147,no_action,0.0
317.6872451458147,no_action,0.0
317.7069661666702,no_action,0.0
317.75584408231356,no_action,0.0
317.75584408231356,no_action,0.0
317.78035978057,no_action,0.0
317.81118556115314,no_action,0.0
317.8651317655406,no_action,0.0
317.9651265506385,no_action,0.0
317.98906113628675,no_action,0.0
318.05684730939396,no_action,0.0
318.0980131510943,no_action,0.0
318.3506817518822,no_action,0.0
318.3523865235994,no_action,0.0
318.3542546676035,no_action,0.0
318.44168294768014,no_action,0.0
318.44712078698103,no_action,0.0
318.53349762513136,no_action,0.0
318.54549609249847,no_action,0.0
318.5991901403901,no_action,0.0
318.60512856759084,no_action,0.0
318.68118917638856,no_action,0.0
318.7485264954627,no_action,0.0
318.7764006332439,no_action,0.0
318.7861343428393,no_action,0.0
318.8706092278133,no_action,0.0
318.8984611312922,no_action,0.0
318.91132274069764,no_action,0.0
319.0247037650588,no_action,0.0
319.04606839569027,no_action,0.0
319.10252445160387,no_action,0.0
319.2377368872076,no_action,0.0
319.2852835406499,no_action,0.0
319.34545536913737,no_action,0.0
319.5036789618503,no_action,0.0
319.5536137239074,no_action,0.0
319.5836941890257,no_action,0.0
319.5916489286955,no_action,0.0
319.62821480866063,no_action,0.0
319.66227583640114,no_action,0.0
319.7796214635747,no_action,0.0
319.8066702194087,no_action,0.0
319.84190600344,no_action,0.0
319.9565097591126,no_action,0.0
319.9734446881291,no_action,0.0
320.0600737805388,no_action,0.0
320.0632038199057,no_action,0.0
320.08760500611083,no_action,0.0
320.0882586501618,no_action,0.0
320.1175915891506,no_action,0.0
320.1632005150081,no_action,0.0
320.25261990723766,no_action,0.0
320.26803390126895,no_action,0.0
320.26876576977537,no_action,0.0
320.33905012739257,no_action,0.0
320.3895616371661,no_action,0.0
320.46360588223496,no_action,0.0
320.554470907722,no_action,0.0
320.9007366923598,no_action,0.0
320.9023836633035,no_action,0.0
320.92916008580875,no_action,0.0
320.9458753125877,no_action,0.0
320.99989256793623,no_action,0.0
321.0471022794014,no_action,0.0
321.0471022794014,no_action,0.0
321.16887567974504,no_action,0.0
321.20840693267695,no_action,0.0
321.22981344879577,no_action,0.0
321.40979925798507,no_action,0.0
321.41678586068076,no_action,0.0
321.4363013144663,no_action,0.0
321.4804461906892,no_action,0.0
321.4941585220082,no_action,0.0
321.57280696025396,no_action,0.0
321.6284755732572,no_action,0.0
321.71929124782343,no_action,0.0
321.71929124782343,no_action,0.0
321.7591583381618,no_action,0.0
321.8213304369971,no_action,0.0
321.87433989505973,no_action,0.0
321.87816767883106,no_action,0.0
321.8794744858621,no_action,0.0
321.9103894106278,no_action,0.0
321.9113467175089,no_action,0.0
322.07667508869116,no_action,0.0
322.08057174011344,no_action,0.0
322.22560112504783,no_action,0.0
322.22649746379096,no_action,0.0
322.2535653139208,no_action,0.0
322.2711110269782,no_action,0.0
322.2852745765318,no_action,0.0
322.3099682423099,no_action,0.0
322.37823053739515,no_action,0.0
322.3795513897875,no_action,0.0
322.39960350195594,no_action,0.0
322.4104049650402,no_action,0.0
322.48223276724246,no_action,0.0
322.58172657760787,no_action,0.0
322.613659537592,no_action,0.0
322.6574385100305,no_action,0.0
322.7089828636408,no_action,0.0
322.72085675321097,no_action,0.0
322.7225321185518,no_action,0.0
322.76350004722644,no_action,0.0
322.7720669253787,no_action,0.0
322.8066356466527,no_action,0.0
322.8227767979511,no_action,0.0
322.8505800908289,no_action,0.0
322.85072880536626,no_action,0.0
322.8828720017869,no_action,0.0
322.9222392562054,no_action,0.0
322.9530603736633,no_action,0.0
322.9566293198572,no_action,0.0
322.9732748528068,no_action,0.0
323.1030235964053,no_action,0.0
323.12859938815524,no_action,0.0
323.13361306232497,no_action,0.0
323.1504269776663,no_action,0.0
323.1672432196164,no_action,0.0
323.1812808911949,no_action,0.0
323.29477481951704,no_action,0.0
323.31064770233814,no_action,0.0
323.31790327485476,no_action,0.0
323.3268320357046,no_action,0.0
323.3670277846805,no_action,0.0
323.4192662785936,no_action,0.0
323.4192662785936,no_action,0.0
323.4602989384877,no_action,0.0
323.5488049809727,no_action,0.0
323.54896540425847,no_action,0.0
323.5534853214879,no_action,0.0
323.59215356533355,no_action,0.0
323.5971790459369,no_action,0.0
323.60382717361387,no_action,0.0
323.6139218851876,no_action,0.0
323.61610537673465,no_action,0.0
323.62252547747283,no_action,0.0
323.6286932390709,no_action,0.0
323.6530952889126,no_action,0.0
323.691446854805,no_action,0.0
323.6972003576406,no_action,0.0
323.7023809462531,no_action,0.0
323.7313979081805,no_action,0.0
323.89254497921627,no_action,0.0
323.9283258245278,no_action,0.0
323.93539196062886,no_action,0.0
323.96038756240443,no_action,0.0
323.970875896419,no_action,0.0
323.9972791724908,no_action,0.0
324.0311169676992,no_action,0.0
324.0603996977552,no_action,0.0
324.09617149075837,no_action,0.0
324.20018299242963,no_action,0.0
324.2173856141797,no_action,0.0
324.2335502598503,no_action,0.0
324.2505542726669,no_action,0.0
324.2559243716289,no_action,0.0
324.26411651165085,no_action,0.0
324.42352948717706,no_action,0.0
324.433317571022,no_action,0.0
324.4420944879263,no_action,0.0
324.51997248685836,no_action,0.0
324.5501464698514,no_action,0.0
324.6486151699765,no_action,0.0
324.6491011151932,no_action,0.0
324.66928806014647,no_action,0.0
324.66928806014647,no_action,0.0
324.68480253274515,no_action,0.0
324.686499648035,no_action,0.0
324.7104231887353,no_action,0.0
324.73681784801903,no_action,0.0
324.74168177074006,no_action,0.0
324.80875592437593,no_action,0.0
324.8115723465438,no_action,0.0
324.84005425688173,no_action,0.0
324.84062974070963,no_action,0.0
324.9468756117407,no_action,0.0
325.0094398595939,no_action,0.0
325.0490343191689,no_action,0.0
325.0512424416797,no_action,0.0
325.07738184558247,no_action,0.0
325.0784147114808,no_action,0.0
325.0905675783893,no_action,0.0
325.1201858197179,no_action,0.0
325.1508746395043,no_action,0.0
325.18011795550024,no_action,0.0
325.2889748951512,no_action,0.0
325.30059091188105,no_action,0.0
325.3163530973877,no_action,0.0
325.34021823568236,no_action,0.0
325.3547030241841,no_action,0.0
325.36129633258304,no_action,0.0
325.40612501694307,no_action,0.0
325.43461773700113,no_action,0.0
325.4454833095439,no_action,0.0
325.4468037628302,no_action,0.0
325.4471635407616,no_action,0.0
325.5644935854898,no_action,0.0
325.5644935854898,no_action,0.0
325.6057821836585,no_action,0.0
325.6062941902437,no_action,0.0
325.61065525874784,no_action,0.0
325.6135345899212,no_action,0.0
325.6135345899212,no_action,0.0
325.62700369310085,no_action,0.0
325.6320529639711,no_action,0.0
325.75502949314654,no_action,0.0
325.81018191594603,no_action,0.0
325.83494734640215,no_action,0.0
325.83494734640215,no_action,0.0
325.8474811844625,no_action,0.0
325.8538787276284,no_action,0.0
325.87880403458814,no_action,0.0
325.9416486750109,no_action,0.0
325.98235477936106,no_action,0.0
326.10333944310173,no_action,0.0
326.129398502642,no_action,0.0
326.15073620688145,no_action,0.0
326.16633308841074,no_action,0.0
326.22436352960676,no_action,0.0
326.2296809753535,no_action,0.0
326.2702815398473,no_action,0.0
326.31434110010775,no_action,0.0
326.40693069315023,no_action,0.0
326.4436905677949,no_action,0.0
326.5161190347084,no_action,0.0
326.53303612218696,no_action,0.0
326.5456234643877,no_action,0.0
326.55429038014375,no_action,0.0
326.56559105335003,no_action,0.0
326.66314829533974,no_action,0.0
326.67991507043763,no_action,0.0
326.6832675334041,no_action,0.0
326.696171801817,no_action,0.0
326.72393155819543,no_action,0.0
326.72420278499357,no_action,0.0
326.7271336584561,no_action,0.0
326.74415991810383,no_action,0.0
326.7639598969801,no_action,0.0
326.8121574282028,no_action,0.0
326.830925305774,no_action,0.0
326.8780697319695,no_action,0.0
326.88020628800956,no_action,0.0
326.89593155020236,no_action,0.0
326.94803374983127,no_action,0.0
326.95889609767596,no_action,0.0
326.9758944190989,no_action,0.0
326.98833691490387,no_action,0.0
327.0036605927083,no_action,0.0
327.0103083298821,no_action,0.0
327.0605967321158,no_action,0.0
327.07259723662423,no_action,0.0
327.1046303484485,no_action,0.0
327.13236436792994,no_action,0.0
327.14714784189675,no_action,0.0
327.1575900293443,no_action,0.0
327.16293354444804,no_action,0.0
327.19577785123187,no_action,0.0
327.2007779615303,no_action,0.0
327.2517972962083,no_action,0.0
327.2618757895116,no_action,0.0
327.32628895375626,no_action,0.0
327.3394716465881,no_action,0.0
327.370512425955,no_action,0.0
327.40145396460747,no_action,0.0
327.41754713726647,no_action,0.0
327.55263995344126,no_action,0.0
327.57368132689277,no_action,0.0
327.618523423247,no_action,0.0
327.6200035543629,no_action,0.0
327.6276124696965,no_action,0.0
327.65615834025573,no_action,0.0
327.69464819375855,no_action,0.0
327.7185024370623,no_action,0.0
327.75241360975855,no_action,0.0
327.7581787975179,no_action,0.0
327.83485230313335,no_action,0.0
327.83884293537534,no_action,0.0
327.8576188492272,no_action,0.0
327.9047827292527,no_action,0.0
327.9208916281589,no_action,0.0
327.9449916888761,no_action,0.0
327.9767122306831,no_action,0.0
327.98073236606865,no_action,0.0
327.981521601936,no_action,0.0
328.00117254806844,no_action,0.0
328.00304654797696,no_action,0.0
328.0601270600796,no_action,0.0
328.08878905915566,no_action,0.0
328.0912873640371,no_action,0.0
328.1182136327552,no_action,0.0
328.16049576727954,no_action,0.0
328.2027403773706,no_action,0.0
328.2060864876552,no_action,0.0
328.2196372164845,no_action,0.0
328.245929922662,no_action,0.0
328.245929922662,no_action,0.0
328.25488645271184,no_action,0.0
328.2686623147022,no_action,0.0
328.2809032025391,no_action,0.0
328.3081729574061,no_action,0.0
328.3325018542934,no_action,0.0
328.34777332954445,no_action,0.0
328.3655054462844,no_action,0.0
328.39265622178834,no_action,0.0
328.42182654256527,no_action,0.0
328.4222316674416,no_action,0.0
328.4227878940845,no_action,0.0
328.5091620205743,no_action,0.0
328.5758021562075,no_action,0.0
328.5819832647117,no_action,0.0
328.58664170082454,no_action,0.0
328.59438391933213,no_action,0.0
328.61489881514956,no_action,0.0
328.66800681642644,no_action,0.0
328.6882164125727,no_action,0.0
328.7301321230668,no_action,0.0
328.75205479528375,no_action,0.0
328.75722565972063,no_action,0.0
328.7686923949527,no_action,0.0
328.8051915051873,no_action,0.0
328.87226190418056,no_action,0.0
328.87369535432896,no_action,0.0
328.8886297940967,no_action,0.0
328.89928926867617,no_action,0.0
328.93864044619033,no_action,0.0
328.9741130573662,no_action,0.0
329.0034048217673,no_action,0.0
329.00866779137885,no_action,0.0
329.00866779137885,no_action,0.0
329.01191468275084,no_action,0.0
329.01324544710354,no_action,0.0
329.0227085398145,no_action,0.0
329.0236223101925,no_action,0.0
329.04652108405884,no_action,0.0
329.0925783788052,no_action,0.0
329.1228903951753,no_action,0.0
329.14713228226685,no_action,0.0
329.1504427706066,no_action,0.0
329.1528558924607,no_action,0.0
329.18016393353656,no_action,0.0
329.18375136266087,no_action,0.0
329.19722429437167,no_action,0.0
329.19742491077176,no_action,0.0
329.20975084695493,no_action,0.0
329.22229804670724,no_action,0.0
329.2637581685225,no_action,0.0
329.27313538297926,no_action,0.0
329.29584684256497,no_action,0.0
329.3012613503777,no_action,0.0
329.3059216032635,no_action,0.0
329.306923307347,no_action,0.0
329.32972470833494,no_action,0.0
329.34262322916885,no_action,0.0
329.34467027774417,no_action,0.0
329.3834732088496,no_action,0.0
329.4211155680665,no_action,0.0
329.43389402531443,no_action,0.0
329.4561206519626,no_action,0.0
329.4822412009966,no_action,0.0
329.4907291532108,no_action,0.0
329.50675685282613,no_action,0.0
329.5332590179873,no_action,0.0
329.5468764675433,no_action,0.0
329.5658947838598,no_action,0.0
329.5658947838598,no_action,0.0
329.5843384788128,no_action,0.0
329.7204884986769,no_action,0.0
329.72963141564514,no_action,0.0
329.7662435748329,no_action,0.0
329.76814421409034,no_action,0.0
329.77688519228303,no_action,0.0
329.8015424676992,no_action,0.0
329.8015424676992,no_action,0.0
329.80703776487996,no_action,0.0
329.8227740310227,no_action,0.0
329.874866149302,no_action,0.0
329.8801324612714,no_action,0.0
